time,State_Inputs,State_Capacity,Administrative_Complexity,Systemic_Burden,State_Integrity
110.42,0.06348612419265862,0.17158983010384846,0.893470237450948,2.9433829503410096,-7.61978648415669e-10
110.43,0.06347102282756072,0.171522986112748,0.8932587589495908,2.943249604495295,-7.61978648415669e-10
110.44,0.06345592553753406,0.17145617742973288,0.8930473345498013,2.9431161960905015,-7.61978648415669e-10
110.45,0.06344083232129058,0.1713894040351111,0.8928359642461902,2.942982725170197,-7.61978648415669e-10
110.46000000000001,0.0634257431775428,0.17132266590920037,0.8926246480333592,2.942849191777929,-7.61978648415669e-10
110.47,0.06341065810500367,0.17125596303232785,0.8924133859059001,2.9427155959572255,-7.61978648415669e-10
110.48,0.0633955771023865,0.1711892953848299,0.8922021778583937,2.9425819377515943,-7.61978648415669e-10
110.49000000000001,0.06338050016840516,0.17112266294705267,0.8919910238854118,2.9424482172045234,-7.61978648415669e-10
110.5,0.06336542730177394,0.17105606569935167,0.8917799239815163,2.9423144343594805,-7.61978648415669e-10
110.51,0.06335035850120753,0.17098950362209162,0.8915688781412581,2.9421805892599147,-7.61978648415669e-10
110.52,0.06333529376542114,0.17092297669564713,0.8913578863591795,2.942046681949254,-7.61978648415669e-10
110.53,0.06332023309313038,0.17085648490040178,0.8911469486298114,2.941912712470906,-7.61978648415669e-10
110.54,0.06330517648305133,0.17079002821674893,0.8909360649476762,2.941778680868261,-7.61978648415669e-10
110.55,0.06329012393390056,0.17072360662509142,0.890725235307286,2.9416445871846872,-7.61978648415669e-10
110.56,0.063275075444395,0.17065722010584114,0.8905144597031422,2.9415104314635334,-7.61978648415669e-10
110.57000000000001,0.06326003101325209,0.17059086863941977,0.8903037381297374,2.941376213748129,-7.61978648415669e-10
110.58,0.06324499063918976,0.17052455220625845,0.8900930705815542,2.9412419340817837,-7.61978648415669e-10
110.59,0.06322995432092628,0.17045827078679737,0.8898824570530645,2.941107592507786,-7.61978648415669e-10
110.60000000000001,0.06321492205718045,0.1703920243614865,0.8896718975387312,2.940973189069407,-7.61978648415669e-10
110.61,0.06319989384667155,0.17032581291078525,0.8894613920330074,2.940838723809896,-7.61978648415669e-10
110.62,0.06318486968811918,0.1702596364151621,0.8892509405303356,2.940704196772483,-7.61978648415669e-10
110.63,0.06316984958024352,0.17019349485509536,0.8890405430251497,2.9405696080003785,-7.61978648415669e-10
110.64,0.06315483352176512,0.1701273882110724,0.8888301995118725,2.9404349575367728,-7.61978648415669e-10
110.65,0.06313982151140504,0.1700613164635902,0.888619909984918,2.940300245424837,-7.61978648415669e-10
110.66,0.06312481354788474,0.1699952795931553,0.8884096744386906,2.940165471707722,-7.61978648415669e-10
