"time","Resources","Economy","Bureaucracy","Pollution","inflow","outflow1"
60.15,1,0.1,0.01,0.001,0.0995,0.0995
60.16,1,0.1,0.01,0.001,0.0995,0.0995
60.17,1,0.1,0.01,0.001,0.0995,0.0995
60.18,1,0.1,0.01,0.001,0.0995,0.0995
60.19,1,0.1,0.01,0.001,0.0995,0.0995
60.2,1,0.1,0.01,0.001,0.0995,0.0995
60.21,1,0.1,0.01,0.001,0.0995,0.0995
60.22,1,0.1,0.01,0.001,0.0995,0.0995
60.23,1,0.1,0.01,0.001,0.0995,0.0995
60.24,1,0.1,0.01,0.001,0.0995,0.0995
60.25,1,0.1,0.01,0.001,0.0995,0.0995
60.26,1,0.1,0.01,0.001,0.0995,0.0995
60.27,1,0.1,0.01,0.001,0.0995,0.0995
60.28,1,0.1,0.01,0.001,0.0995,0.0995
60.29,1,0.1,0.01,0.001,0.0995,0.0995
60.3,1,0.1,0.01,0.001,0.0995,0.0995
60.31,1,0.1,0.01,0.001,0.0995,0.0995
60.32,1,0.1,0.01,0.001,0.0995,0.0995
60.33,1,0.1,0.01,0.001,0.0995,0.0995
60.34,1,0.1,0.01,0.001,0.0995,0.0995
60.35,1,0.1,0.01,0.001,0.0995,0.0995
60.36,1,0.1,0.01,0.001,0.0995,0.0995
60.37,1,0.1,0.01,0.001,0.0995,0.0995
60.38,1,0.1,0.01,0.001,0.0995,0.0995
60.39,1,0.1,0.01,0.001,0.0995,0.0995
60.4,1,0.1,0.01,0.001,0.0995,0.0995
60.41,1,0.1,0.01,0.001,0.0995,0.0995
60.42,1,0.1,0.01,0.001,0.0995,0.0995
60.43,1,0.1,0.01,0.001,0.0995,0.0995
60.44,1,0.1,0.01,0.001,0.0995,0.0995
60.45,1,0.1,0.01,0.001,0.0995,0.0995
60.46,1,0.1,0.01,0.001,0.0995,0.0995
60.47,1,0.1,0.01,0.001,0.0995,0.0995
60.48,1,0.1,0.01,0.001,0.0995,0.0995
60.49,1,0.1,0.01,0.001,0.0995,0.0995
60.5,1,0.1,0.01,0.001,0.0995,0.0995
60.51,1,0.1,0.01,0.001,0.0995,0.0995
60.52,1,0.1,0.01,0.001,0.0995,0.0995
60.53,1,0.1,0.01,0.001,0.0995,0.0995
60.54,1,0.1,0.01,0.001,0.0995,0.0995
60.55,1,0.1,0.01,0.001,0.0995,0.0995
60.56,1,0.1,0.01,0.001,0.0995,0.0995
60.57,1,0.1,0.01,0.001,0.0995,0.0995
60.58,1,0.1,0.01,0.001,0.0995,0.0995
60.59,1,0.1,0.01,0.001,0.0995,0.0995
60.6,1,0.1,0.01,0.001,0.0995,0.0995
60.61,1,0.1,0.01,0.001,0.0995,0.0995
60.62,1,0.1,0.01,0.001,0.0995,0.0995
60.63,1,0.1,0.01,0.001,0.0995,0.0995
60.64,1,0.1,0.01,0.001,0.0995,0.0995
60.65,1,0.1,0.01,0.001,0.0995,0.0995
60.66,1,0.1,0.01,0.001,0.0995,0.0995
60.67,1,0.1,0.01,0.001,0.0995,0.0995
60.68,1,0.1,0.01,0.001,0.0995,0.0995
60.69,1,0.1,0.01,0.001,0.0995,0.0995
60.7,1,0.1,0.01,0.001,0.0995,0.0995
60.71,1,0.1,0.01,0.001,0.0995,0.0995
60.72,1,0.1,0.01,0.001,0.0995,0.0995
60.73,1,0.1,0.01,0.001,0.0995,0.0995
60.74,1,0.1,0.01,0.001,0.0995,0.0995
60.75,1,0.1,0.01,0.001,0.0995,0.0995
60.76,1,0.1,0.01,0.001,0.0995,0.0995
60.77,1,0.1,0.01,0.001,0.0995,0.0995
60.78,1,0.1,0.01,0.001,0.0995,0.0995
60.79,1,0.1,0.01,0.001,0.0995,0.0995
60.8,1,0.1,0.01,0.001,0.0995,0.0995
60.81,1,0.1,0.01,0.001,0.0995,0.0995
60.82,1,0.1,0.01,0.001,0.0995,0.0995
60.83,1,0.1,0.01,0.001,0.0995,0.0995
60.84,1,0.1,0.01,0.001,0.0995,0.0995
60.85,1,0.1,0.01,0.001,0.0995,0.0995
60.86,1,0.1,0.01,0.001,0.0995,0.0995
60.87,1,0.1,0.01,0.001,0.0995,0.0995
60.88,1,0.1,0.01,0.001,0.0995,0.0995
60.89,1,0.1,0.01,0.001,0.0995,0.0995
60.9,1,0.1,0.01,0.001,0.0995,0.0995
60.91,1,0.1,0.01,0.001,0.0995,0.0995
60.92,1,0.1,0.01,0.001,0.0995,0.0995
60.93,1,0.1,0.01,0.001,0.0995,0.0995
60.94,1,0.1,0.01,0.001,0.0995,0.0995
60.95,1,0.1,0.01,0.001,0.0995,0.0995
60.96,1,0.1,0.01,0.001,0.0995,0.0995
60.97,1,0.1,0.01,0.001,0.0995,0.0995
60.98,1,0.1,0.01,0.001,0.0995,0.0995
60.99,1,0.1,0.01,0.001,0.0995,0.0995
61,1,0.1,0.01,0.001,0.0995,0.0995
61.01,1,0.1,0.01,0.001,0.0995,0.0995
61.02,1,0.1,0.01,0.001,0.0995,0.0995
61.03,1,0.1,0.01,0.001,0.0995,0.0995
61.04,1,0.1,0.01,0.001,0.0995,0.0995
61.05,1,0.1,0.01,0.001,0.0995,0.0995
61.06,1,0.1,0.01,0.001,0.0995,0.0995
61.07,1,0.1,0.01,0.001,0.0995,0.0995
61.08,1,0.1,0.01,0.001,0.0995,0.0995
61.09,1,0.1,0.01,0.001,0.0995,0.0995
61.1,1,0.1,0.01,0.001,0.0995,0.0995
61.11,1,0.1,0.01,0.001,0.0995,0.0995
61.12,1,0.1,0.01,0.001,0.0995,0.0995
61.13,1,0.1,0.01,0.001,0.0995,0.0995
61.14,1,0.1,0.01,0.001,0.0995,0.0995
61.15,1,0.1,0.01,0.001,0.0995,0.0995
61.16,1,0.1,0.01,0.001,0.0995,0.0995
61.17,1,0.1,0.01,0.001,0.0995,0.0995
61.18,1,0.1,0.01,0.001,0.0995,0.0995
61.19,1,0.1,0.01,0.001,0.0995,0.0995
61.2,1,0.1,0.01,0.001,0.0995,0.0995
61.21,1,0.1,0.01,0.001,0.0995,0.0995
61.22,1,0.1,0.01,0.001,0.0995,0.0995
61.23,1,0.1,0.01,0.001,0.0995,0.0995
61.24,1,0.1,0.01,0.001,0.0995,0.0995
61.25,1,0.1,0.01,0.001,0.0995,0.0995
61.26,1,0.1,0.01,0.001,0.0995,0.0995
61.27,1,0.1,0.01,0.001,0.0995,0.0995
61.28,1,0.1,0.01,0.001,0.0995,0.0995
61.29,1,0.1,0.01,0.001,0.0995,0.0995
61.3,1,0.1,0.01,0.001,0.0995,0.0995
61.31,1,0.1,0.01,0.001,0.0995,0.0995
61.32,1,0.1,0.01,0.001,0.0995,0.0995
61.33,1,0.1,0.01,0.001,0.0995,0.0995
61.34,1,0.1,0.01,0.001,0.0995,0.0995
61.35,1,0.1,0.01,0.001,0.0995,0.0995
61.36,1,0.1,0.01,0.001,0.0995,0.0995
61.37,1,0.1,0.01,0.001,0.0995,0.0995
61.38,1,0.1,0.01,0.001,0.0995,0.0995
61.39,1,0.1,0.01,0.001,0.0995,0.0995
61.4,1,0.1,0.01,0.001,0.0995,0.0995
61.41,1,0.1,0.01,0.001,0.0995,0.0995
61.42,1,0.1,0.01,0.001,0.0995,0.0995
61.43,1,0.1,0.01,0.001,0.0995,0.0995
61.44,1,0.1,0.01,0.001,0.0995,0.0995
61.45,1,0.1,0.01,0.001,0.0995,0.0995
61.46,1,0.1,0.01,0.001,0.0995,0.0995
61.47,1,0.1,0.01,0.001,0.0995,0.0995
61.48,1,0.1,0.01,0.001,0.0995,0.0995
61.49,1,0.1,0.01,0.001,0.0995,0.0995
61.5,1,0.1,0.01,0.001,0.0995,0.0995
61.51,1,0.1,0.01,0.001,0.0995,0.0995
61.52,1,0.1,0.01,0.001,0.0995,0.0995
61.53,1,0.1,0.01,0.001,0.0995,0.0995
61.54,1,0.1,0.01,0.001,0.0995,0.0995
61.55,1,0.1,0.01,0.001,0.0995,0.0995
61.56,1,0.1,0.01,0.001,0.0995,0.0995
61.57,1,0.1,0.01,0.001,0.0995,0.0995
61.58,1,0.1,0.01,0.001,0.0995,0.0995
61.59,1,0.1,0.01,0.001,0.0995,0.0995
61.6,1,0.1,0.01,0.001,0.0995,0.0995
61.61,1,0.1,0.01,0.001,0.0995,0.0995
61.62,1,0.1,0.01,0.001,0.0995,0.0995
61.63,1,0.1,0.01,0.001,0.0995,0.0995
61.64,1,0.1,0.01,0.001,0.0995,0.0995
61.65,1,0.1,0.01,0.001,0.0995,0.0995
61.66,1,0.1,0.01,0.001,0.0995,0.0995
61.67,1,0.1,0.01,0.001,0.0995,0.0995
61.68,1,0.1,0.01,0.001,0.0995,0.0995
61.69,1,0.1,0.01,0.001,0.0995,0.0995
61.7,1,0.1,0.01,0.001,0.0995,0.0995
61.71,1,0.1,0.01,0.001,0.0995,0.0995
61.72,1,0.1,0.01,0.001,0.0995,0.0995
61.73,1,0.1,0.01,0.001,0.0995,0.0995
61.74,1,0.1,0.01,0.001,0.0995,0.0995
61.75,1,0.1,0.01,0.001,0.0995,0.0995
61.76,1,0.1,0.01,0.001,0.0995,0.0995
61.77,1,0.1,0.01,0.001,0.0995,0.0995
61.78,1,0.1,0.01,0.001,0.0995,0.0995
61.79,1,0.1,0.01,0.001,0.0995,0.0995
61.8,1,0.1,0.01,0.001,0.0995,0.0995
61.81,1,0.1,0.01,0.001,0.0995,0.0995
61.82,1,0.1,0.01,0.001,0.0995,0.0995
61.83,1,0.1,0.01,0.001,0.0995,0.0995
61.84,1,0.1,0.01,0.001,0.0995,0.0995
61.85,1,0.1,0.01,0.001,0.0995,0.0995
61.86,1,0.1,0.01,0.001,0.0995,0.0995
61.87,1,0.1,0.01,0.001,0.0995,0.0995
61.88,1,0.1,0.01,0.001,0.0995,0.0995
61.89,1,0.1,0.01,0.001,0.0995,0.0995
61.9,1,0.1,0.01,0.001,0.0995,0.0995
61.91,1,0.1,0.01,0.001,0.0995,0.0995
61.92,1,0.1,0.01,0.001,0.0995,0.0995
61.93,1,0.1,0.01,0.001,0.0995,0.0995
61.94,1,0.1,0.01,0.001,0.0995,0.0995
61.95,1,0.1,0.01,0.001,0.0995,0.0995
61.96,1,0.1,0.01,0.001,0.0995,0.0995
61.97,1,0.1,0.01,0.001,0.0995,0.0995
61.98,1,0.1,0.01,0.001,0.0995,0.0995
61.99,1,0.1,0.01,0.001,0.0995,0.0995
62,1,0.1,0.01,0.001,0.0995,0.0995
62.01,1,0.1,0.01,0.001,0.0995,0.0995
62.02,1,0.1,0.01,0.001,0.0995,0.0995
62.03,1,0.1,0.01,0.001,0.0995,0.0995
62.04,1,0.1,0.01,0.001,0.0995,0.0995
62.05,1,0.1,0.01,0.001,0.0995,0.0995
62.06,1,0.1,0.01,0.001,0.0995,0.0995
62.07,1,0.1,0.01,0.001,0.0995,0.0995
62.08,1,0.1,0.01,0.001,0.0995,0.0995
62.09,1,0.1,0.01,0.001,0.0995,0.0995
62.1,1,0.1,0.01,0.001,0.0995,0.0995
62.11,1,0.1,0.01,0.001,0.0995,0.0995
62.12,1,0.1,0.01,0.001,0.0995,0.0995
62.13,1,0.1,0.01,0.001,0.0995,0.0995
62.14,1,0.1,0.01,0.001,0.0995,0.0995
62.15,1,0.1,0.01,0.001,0.0995,0.0995
62.16,1,0.1,0.01,0.001,0.0995,0.0995
62.17,1,0.1,0.01,0.001,0.0995,0.0995
62.18,1,0.1,0.01,0.001,0.0995,0.0995
62.19,1,0.1,0.01,0.001,0.0995,0.0995
62.2,1,0.1,0.01,0.001,0.0995,0.0995
62.21,1,0.1,0.01,0.001,0.0995,0.0995
62.22,1,0.1,0.01,0.001,0.0995,0.0995
62.23,1,0.1,0.01,0.001,0.0995,0.0995
62.24,1,0.1,0.01,0.001,0.0995,0.0995
62.25,1,0.1,0.01,0.001,0.0995,0.0995
62.26,1,0.1,0.01,0.001,0.0995,0.0995
62.27,1,0.1,0.01,0.001,0.0995,0.0995
62.28,1,0.1,0.01,0.001,0.0995,0.0995
62.29,1,0.1,0.01,0.001,0.0995,0.0995
62.3,1,0.1,0.01,0.001,0.0995,0.0995
62.31,1,0.1,0.01,0.001,0.0995,0.0995
62.32,1,0.1,0.01,0.001,0.0995,0.0995
62.33,1,0.1,0.01,0.001,0.0995,0.0995
62.34,1,0.1,0.01,0.001,0.0995,0.0995
62.35,1,0.1,0.01,0.001,0.0995,0.0995
62.36,1,0.1,0.01,0.001,0.0995,0.0995
62.37,1,0.1,0.01,0.001,0.0995,0.0995
62.38,1,0.1,0.01,0.001,0.0995,0.0995
62.39,1,0.1,0.01,0.001,0.0995,0.0995
62.4,1,0.1,0.01,0.001,0.0995,0.0995
62.41,1,0.1,0.01,0.001,0.0995,0.0995
62.42,1,0.1,0.01,0.001,0.0995,0.0995
62.43,1,0.1,0.01,0.001,0.0995,0.0995
62.44,1,0.1,0.01,0.001,0.0995,0.0995
62.45,1,0.1,0.01,0.001,0.0995,0.0995
62.46,1,0.1,0.01,0.001,0.0995,0.0995
62.47,1,0.1,0.01,0.001,0.0995,0.0995
62.48,1,0.1,0.01,0.001,0.0995,0.0995
62.49,1,0.1,0.01,0.001,0.0995,0.0995
62.5,1,0.1,0.01,0.001,0.0995,0.0995
62.51,1,0.1,0.01,0.001,0.0995,0.0995
62.52,1,0.1,0.01,0.001,0.0995,0.0995
62.53,1,0.1,0.01,0.001,0.0995,0.0995
62.54,1,0.1,0.01,0.001,0.0995,0.0995
62.55,1,0.1,0.01,0.001,0.0995,0.0995
62.56,1,0.1,0.01,0.001,0.0995,0.0995
62.57,1,0.1,0.01,0.001,0.0995,0.0995
62.58,1,0.1,0.01,0.001,0.0995,0.0995
62.59,1,0.1,0.01,0.001,0.0995,0.0995
62.6,1,0.1,0.01,0.001,0.0995,0.0995
62.61,1,0.1,0.01,0.001,0.0995,0.0995
62.62,1,0.1,0.01,0.001,0.0995,0.0995
62.63,1,0.1,0.01,0.001,0.0995,0.0995
62.64,1,0.1,0.01,0.001,0.0995,0.0995
62.65,1,0.1,0.01,0.001,0.0995,0.0995
62.66,1,0.1,0.01,0.001,0.0995,0.0995
62.67,1,0.1,0.01,0.001,0.0995,0.0995
62.68,1,0.1,0.01,0.001,0.0995,0.0995
62.69,1,0.1,0.01,0.001,0.0995,0.0995
62.7,1,0.1,0.01,0.001,0.0995,0.0995
62.71,1,0.1,0.01,0.001,0.0995,0.0995
62.72,1,0.1,0.01,0.001,0.0995,0.0995
62.73,1,0.1,0.01,0.001,0.0995,0.0995
62.74,1,0.1,0.01,0.001,0.0995,0.0995
62.75,1,0.1,0.01,0.001,0.0995,0.0995
62.76,1,0.1,0.01,0.001,0.0995,0.0995
62.77,1,0.1,0.01,0.001,0.0995,0.0995
62.78,1,0.1,0.01,0.001,0.0995,0.0995
62.79,1,0.1,0.01,0.001,0.0995,0.0995
62.8,1,0.1,0.01,0.001,0.0995,0.0995
62.81,1,0.1,0.01,0.001,0.0995,0.0995
62.82,1,0.1,0.01,0.001,0.0995,0.0995
62.83,1,0.1,0.01,0.001,0.0995,0.0995
62.84,1,0.1,0.01,0.001,0.0995,0.0995
62.85,1,0.1,0.01,0.001,0.0995,0.0995
62.86,1,0.1,0.01,0.001,0.0995,0.0995
62.87,1,0.1,0.01,0.001,0.0995,0.0995
62.88,1,0.1,0.01,0.001,0.0995,0.0995
62.89,1,0.1,0.01,0.001,0.0995,0.0995
62.9,1,0.1,0.01,0.001,0.0995,0.0995
62.91,1,0.1,0.01,0.001,0.0995,0.0995
62.92,1,0.1,0.01,0.001,0.0995,0.0995
62.93,1,0.1,0.01,0.001,0.0995,0.0995
62.94,1,0.1,0.01,0.001,0.0995,0.0995
62.95,1,0.1,0.01,0.001,0.0995,0.0995
62.96,1,0.1,0.01,0.001,0.0995,0.0995
62.97,1,0.1,0.01,0.001,0.0995,0.0995
62.98,1,0.1,0.01,0.001,0.0995,0.0995
62.99,1,0.1,0.01,0.001,0.0995,0.0995
63,1,0.1,0.01,0.001,0.0995,0.0995
63.01,1,0.1,0.01,0.001,0.0995,0.0995
63.02,1,0.1,0.01,0.001,0.0995,0.0995
63.03,1,0.1,0.01,0.001,0.0995,0.0995
63.04,1,0.1,0.01,0.001,0.0995,0.0995
63.05,1,0.1,0.01,0.001,0.0995,0.0995
63.06,1,0.1,0.01,0.001,0.0995,0.0995
63.07,1,0.1,0.01,0.001,0.0995,0.0995
63.08,1,0.1,0.01,0.001,0.0995,0.0995
63.09,1,0.1,0.01,0.001,0.0995,0.0995
63.1,1,0.1,0.01,0.001,0.0995,0.0995
63.11,1,0.1,0.01,0.001,0.0995,0.0995
63.12,1,0.1,0.01,0.001,0.0995,0.0995
63.13,1,0.1,0.01,0.001,0.0995,0.0995
63.14,1,0.1,0.01,0.001,0.0995,0.0995
63.15,1,0.1,0.01,0.001,0.0995,0.0995
63.16,1,0.1,0.01,0.001,0.0995,0.0995
63.17,1,0.1,0.01,0.001,0.0995,0.0995
63.18,1,0.1,0.01,0.001,0.0995,0.0995
63.19,1,0.1,0.01,0.001,0.0995,0.0995
63.2,1,0.1,0.01,0.001,0.0995,0.0995
63.21,1,0.1,0.01,0.001,0.0995,0.0995
63.22,1,0.1,0.01,0.001,0.0995,0.0995
63.23,1,0.1,0.01,0.001,0.0995,0.0995
63.24,1,0.1,0.01,0.001,0.0995,0.0995
63.25,1,0.1,0.01,0.001,0.0995,0.0995
63.26,1,0.1,0.01,0.001,0.0995,0.0995
63.27,1,0.1,0.01,0.001,0.0995,0.0995
63.28,1,0.1,0.01,0.001,0.0995,0.0995
63.29,1,0.1,0.01,0.001,0.0995,0.0995
63.3,1,0.1,0.01,0.001,0.0995,0.0995
63.31,1,0.1,0.01,0.001,0.0995,0.0995
63.32,1,0.1,0.01,0.001,0.0995,0.0995
63.33,1,0.1,0.01,0.001,0.0995,0.0995
63.34,1,0.1,0.01,0.001,0.0995,0.0995
63.35,1,0.1,0.01,0.001,0.0995,0.0995
63.36,1,0.1,0.01,0.001,0.0995,0.0995
63.37,1,0.1,0.01,0.001,0.0995,0.0995
63.38,1,0.1,0.01,0.001,0.0995,0.0995
63.39,1,0.1,0.01,0.001,0.0995,0.0995
63.4,1,0.1,0.01,0.001,0.0995,0.0995
63.41,1,0.1,0.01,0.001,0.0995,0.0995
63.42,1,0.1,0.01,0.001,0.0995,0.0995
63.43,1,0.1,0.01,0.001,0.0995,0.0995
63.44,1,0.1,0.01,0.001,0.0995,0.0995
63.45,1,0.1,0.01,0.001,0.0995,0.0995
63.46,1,0.1,0.01,0.001,0.0995,0.0995
63.47,1,0.1,0.01,0.001,0.0995,0.0995
63.48,1,0.1,0.01,0.001,0.0995,0.0995
63.49,1,0.1,0.01,0.001,0.0995,0.0995
63.5,1,0.1,0.01,0.001,0.0995,0.0995
63.51,1,0.1,0.01,0.001,0.0995,0.0995
63.52,1,0.1,0.01,0.001,0.0995,0.0995
63.53,1,0.1,0.01,0.001,0.0995,0.0995
63.54,1,0.1,0.01,0.001,0.0995,0.0995
63.55,1,0.1,0.01,0.001,0.0995,0.0995
63.56,1,0.1,0.01,0.001,0.0995,0.0995
63.57,1,0.1,0.01,0.001,0.0995,0.0995
63.58,1,0.1,0.01,0.001,0.0995,0.0995
63.59,1,0.1,0.01,0.001,0.0995,0.0995
63.6,1,0.1,0.01,0.001,0.0995,0.0995
63.61,1,0.1,0.01,0.001,0.0995,0.0995
63.62,1,0.1,0.01,0.001,0.0995,0.0995
63.63,1,0.1,0.01,0.001,0.0995,0.0995
63.64,1,0.1,0.01,0.001,0.0995,0.0995
63.65,1,0.1,0.01,0.001,0.0995,0.0995
63.66,1,0.1,0.01,0.001,0.0995,0.0995
63.67,1,0.1,0.01,0.001,0.0995,0.0995
63.68,1,0.1,0.01,0.001,0.0995,0.0995
63.69,1,0.1,0.01,0.001,0.0995,0.0995
63.7,1,0.1,0.01,0.001,0.0995,0.0995
63.71,1,0.1,0.01,0.001,0.0995,0.0995
63.72,1,0.1,0.01,0.001,0.0995,0.0995
63.73,1,0.1,0.01,0.001,0.0995,0.0995
63.74,1,0.1,0.01,0.001,0.0995,0.0995
63.75,1,0.1,0.01,0.001,0.0995,0.0995
63.76,1,0.1,0.01,0.001,0.0995,0.0995
63.77,1,0.1,0.01,0.001,0.0995,0.0995
63.78,1,0.1,0.01,0.001,0.0995,0.0995
63.79,1,0.1,0.01,0.001,0.0995,0.0995
63.8,1,0.1,0.01,0.001,0.0995,0.0995
63.81,1,0.1,0.01,0.001,0.0995,0.0995
63.82,1,0.1,0.01,0.001,0.0995,0.0995
63.83,1,0.1,0.01,0.001,0.0995,0.0995
63.84,1,0.1,0.01,0.001,0.0995,0.0995
63.85,1,0.1,0.01,0.001,0.0995,0.0995
63.86,1,0.1,0.01,0.001,0.0995,0.0995
63.87,1,0.1,0.01,0.001,0.0995,0.0995
63.88,1,0.1,0.01,0.001,0.0995,0.0995
63.89,1,0.1,0.01,0.001,0.0995,0.0995
63.9,1,0.1,0.01,0.001,0.0995,0.0995
63.91,1,0.1,0.01,0.001,0.0995,0.0995
63.92,1,0.1,0.01,0.001,0.0995,0.0995
63.93,1,0.1,0.01,0.001,0.0995,0.0995
63.94,1,0.1,0.01,0.001,0.0995,0.0995
63.95,1,0.1,0.01,0.001,0.0995,0.0995
63.96,1,0.1,0.01,0.001,0.0995,0.0995
63.97,1,0.1,0.01,0.001,0.0995,0.0995
63.98,1,0.1,0.01,0.001,0.0995,0.0995
63.99,1,0.1,0.01,0.001,0.0995,0.0995
64,1,0.1,0.01,0.001,0.0995,0.0995
64.01,1,0.1,0.01,0.001,0.0995,0.0995
64.02,1,0.1,0.01,0.001,0.0995,0.0995
64.03,1,0.1,0.01,0.001,0.0995,0.0995
64.04,1,0.1,0.01,0.001,0.0995,0.0995
64.05,1,0.1,0.01,0.001,0.0995,0.0995
64.06,1,0.1,0.01,0.001,0.0995,0.0995
64.07,1,0.1,0.01,0.001,0.0995,0.0995
64.08,1,0.1,0.01,0.001,0.0995,0.0995
64.09,1,0.1,0.01,0.001,0.0995,0.0995
64.1,1,0.1,0.01,0.001,0.0995,0.0995
64.11,1,0.1,0.01,0.001,0.0995,0.0995
64.12,1,0.1,0.01,0.001,0.0995,0.0995
64.13,1,0.1,0.01,0.001,0.0995,0.0995
64.14,1,0.1,0.01,0.001,0.0995,0.0995
64.15,1,0.1,0.01,0.001,0.0995,0.0995
64.16,1,0.1,0.01,0.001,0.0995,0.0995
64.17,1,0.1,0.01,0.001,0.0995,0.0995
64.18,1,0.1,0.01,0.001,0.0995,0.0995
64.19,1,0.1,0.01,0.001,0.0995,0.0995
64.2,1,0.1,0.01,0.001,0.0995,0.0995
64.21,1,0.1,0.01,0.001,0.0995,0.0995
64.22,1,0.1,0.01,0.001,0.0995,0.0995
64.23,1,0.1,0.01,0.001,0.0995,0.0995
64.24,1,0.1,0.01,0.001,0.0995,0.0995
64.25,1,0.1,0.01,0.001,0.0995,0.0995
64.26,1,0.1,0.01,0.001,0.0995,0.0995
64.27,1,0.1,0.01,0.001,0.0995,0.0995
64.28,1,0.1,0.01,0.001,0.0995,0.0995
64.29,1,0.1,0.01,0.001,0.0995,0.0995
64.3,1,0.1,0.01,0.001,0.0995,0.0995
64.31,1,0.1,0.01,0.001,0.0995,0.0995
64.32,1,0.1,0.01,0.001,0.0995,0.0995
64.33,1,0.1,0.01,0.001,0.0995,0.0995
64.34,1,0.1,0.01,0.001,0.0995,0.0995
64.35,1,0.1,0.01,0.001,0.0995,0.0995
64.36,1,0.1,0.01,0.001,0.0995,0.0995
64.37,1,0.1,0.01,0.001,0.0995,0.0995
64.38,1,0.1,0.01,0.001,0.0995,0.0995
64.39,1,0.1,0.01,0.001,0.0995,0.0995
64.4,1,0.1,0.01,0.001,0.0995,0.0995
64.41,1,0.1,0.01,0.001,0.0995,0.0995
64.42,1,0.1,0.01,0.001,0.0995,0.0995
64.43,1,0.1,0.01,0.001,0.0995,0.0995
64.44,1,0.1,0.01,0.001,0.0995,0.0995
64.45,1,0.1,0.01,0.001,0.0995,0.0995
64.46,1,0.1,0.01,0.001,0.0995,0.0995
64.47,1,0.1,0.01,0.001,0.0995,0.0995
64.48,1,0.1,0.01,0.001,0.0995,0.0995
64.49,1,0.1,0.01,0.001,0.0995,0.0995
64.5,1,0.1,0.01,0.001,0.0995,0.0995
64.51,1,0.1,0.01,0.001,0.0995,0.0995
64.52,1,0.1,0.01,0.001,0.0995,0.0995
64.53,1,0.1,0.01,0.001,0.0995,0.0995
64.54,1,0.1,0.01,0.001,0.0995,0.0995
64.55,1,0.1,0.01,0.001,0.0995,0.0995
64.56,1,0.1,0.01,0.001,0.0995,0.0995
64.57,1,0.1,0.01,0.001,0.0995,0.0995
64.58,1,0.1,0.01,0.001,0.0995,0.0995
64.59,1,0.1,0.01,0.001,0.0995,0.0995
64.6,1,0.1,0.01,0.001,0.0995,0.0995
64.61,1,0.1,0.01,0.001,0.0995,0.0995
64.62,1,0.1,0.01,0.001,0.0995,0.0995
64.63,1,0.1,0.01,0.001,0.0995,0.0995
64.64,1,0.1,0.01,0.001,0.0995,0.0995
64.65,1,0.1,0.01,0.001,0.0995,0.0995
64.66,1,0.1,0.01,0.001,0.0995,0.0995
64.67,1,0.1,0.01,0.001,0.0995,0.0995
64.68,1,0.1,0.01,0.001,0.0995,0.0995
64.69,1,0.1,0.01,0.001,0.0995,0.0995
64.7,1,0.1,0.01,0.001,0.0995,0.0995
64.71,1,0.1,0.01,0.001,0.0995,0.0995
64.72,1,0.1,0.01,0.001,0.0995,0.0995
64.73,1,0.1,0.01,0.001,0.0995,0.0995
64.74,1,0.1,0.01,0.001,0.0995,0.0995
64.75,1,0.1,0.01,0.001,0.0995,0.0995
64.76,1,0.1,0.01,0.001,0.0995,0.0995
64.77,1,0.1,0.01,0.001,0.0995,0.0995
64.78,1,0.1,0.01,0.001,0.0995,0.0995
64.79,1,0.1,0.01,0.001,0.0995,0.0995
64.8,1,0.1,0.01,0.001,0.0995,0.0995
64.81,1,0.1,0.01,0.001,0.0995,0.0995
64.82,1,0.1,0.01,0.001,0.0995,0.0995
64.83,1,0.1,0.01,0.001,0.0995,0.0995
64.84,1,0.1,0.01,0.001,0.0995,0.0995
64.85,1,0.1,0.01,0.001,0.0995,0.0995
64.86,1,0.1,0.01,0.001,0.0995,0.0995
64.87,1,0.1,0.01,0.001,0.0995,0.0995
64.88,1,0.1,0.01,0.001,0.0995,0.0995
64.89,1,0.1,0.01,0.001,0.0995,0.0995
64.9,1,0.1,0.01,0.001,0.0995,0.0995
64.91,1,0.1,0.01,0.001,0.0995,0.0995
64.92,1,0.1,0.01,0.001,0.0995,0.0995
64.93,1,0.1,0.01,0.001,0.0995,0.0995
64.94,1,0.1,0.01,0.001,0.0995,0.0995
64.95,1,0.1,0.01,0.001,0.0995,0.0995
64.96,1,0.1,0.01,0.001,0.0995,0.0995
64.97,1,0.1,0.01,0.001,0.0995,0.0995
64.98,1,0.1,0.01,0.001,0.0995,0.0995
64.99,1,0.1,0.01,0.001,0.0995,0.0995
65,1,0.1,0.01,0.001,0.0995,0.0995
65.01,1,0.1,0.01,0.001,0.0995,0.0995
65.02,1,0.1,0.01,0.001,0.0995,0.0995
65.03,1,0.1,0.01,0.001,0.0995,0.0995
65.04,1,0.1,0.01,0.001,0.0995,0.0995
65.05,1,0.1,0.01,0.001,0.0995,0.0995
65.06,1,0.1,0.01,0.001,0.0995,0.0995
65.07,1,0.1,0.01,0.001,0.0995,0.0995
65.08,1,0.1,0.01,0.001,0.0995,0.0995
65.09,1,0.1,0.01,0.001,0.0995,0.0995
65.1,1,0.1,0.01,0.001,0.0995,0.0995
65.11,1,0.1,0.01,0.001,0.0995,0.0995
65.12,1,0.1,0.01,0.001,0.0995,0.0995
65.13,1,0.1,0.01,0.001,0.0995,0.0995
